text,label
"тариф на 10 мбит самый дешевый нужен",3
"подключите антивирус касперского мне",4
"выделенный ip для работы нужен подключить",5
"персональный менеджер для консультаций нужен",6
"подключите мне фирменный роутер ваш",7
"тариф максимально быстрый подключить мне нужно",1
"мне тариф на 100 мбит нужен",2
"подключите тариф честный мне на 10 мбит",3
"касперский антивирус подключите мне",4
"выделенный ip подключить мне нужно",5
"менеджер нужен мне для консультаций",6
"роутер ваш фирменный подключите мне",7
"мне интернет на максимальной скорости нужен",1
"подключите интернет 100 мбит мне",2
"мне тариф дешевый нужен на 10 мбит",3
"антивирус касперского подключите мне",4
"ip выделенный мне нужен для работы",5
"менеджер нужен для консультаций персональный",6
"роутер фирменный подключите мне",7
"тариф мне максимальный для интернета нужен",1
"мне нужен тариф на 100 мбит подключить",2
"мне тариф честный подключить на 10 мбит",3
"подключите антивирус касперского мне",4
"выделенный ip подключить мне нужно",5
"менеджер персональный нужен для помощи",6
"фирменный роутер подключите мне",7
"максимальная скорость интернета мне нужна",1
"интернет 100 мбит подключите мне",2
"мне тариф на 10 мбит дешевый нужен",3
"антивирус касперского подключите мне",4
"ip выделенный для работы мне нужен",5
"персональный менеджер нужен для помощи",6
"мне нужен ваш роутер фирменный подключить",7
"максимальная скорость нужна на интернет",1
"подключите тариф 100 мбит на интернет",2
"тариф дешевый на 10 мбит мне нужен",3
"антивирус касперского подключите",4
"выделенный ip мне нужен подключить",5
"персональный менеджер для помощи нужен",6
"подключите мне фирменный роутер",7
"мне нужен тариф для интернета максимальный",1
"подключите интернет на 100 мбит",2
"тариф дешевый нужен на 10 мбит мне",3
"касперский антивирус мне нужен",4
"выделенный ip для интернета нужен",5
"персональный менеджер нужен для консультаций",6
"фирменный роутер мне нужен подключить",7
"максимальная скорость на интернет мне нужна",1
"интернет на 100 мбит подключить",2
"мне тариф на 10 мбит дешевый нужен",3
"антивирус касперского мне нужен",4
"выделенный ip для работы нужен",5
"менеджер для помощи персональный нужен",6
"фирменный роутер подключить мне можно",7
"максимальный тариф нужен мне для интернета",1
"тариф на 100 мбит подключить мне",2
"мне нужен тариф дешевый на 10 мбит",3
"антивирус касперского мне нужен подключить",4
"ip для работы выделенный нужен",5
"персональный менеджер нужен для вопросов",6
"мне роутер нужен ваш фирменный",7
"мне интернет нужен максимальная скорость",1
"подключите тариф на 100 мбит мне",2
"мне нужен тариф на 10 мбит дешевый",3
"подключите мне касперского антивирус",4
"выделенный ip подключить мне",5
"персональный менеджер мне нужен",6
"фирменный роутер ваш мне нужен",7
"интернет максимальный подключите мне",1
"мне нужен тариф на 100 мбит",2
"тариф дешевый на 10 мбит нужен мне",3
"подключите мне антивирус касперского",4
"ip выделенный мне нужен",5
"персональный менеджер подключите мне",6
"мне нужен ваш роутер фирменный",7
"максимальная скорость на интернет мне нужна",1
"тариф на 100 мбит мне подключить",2
"мне нужен тариф дешевый на 10 мбит",3
"антивирус касперского мне нужен",4
"выделенный ip для работы нужен мне",5
"персональный менеджер для консультаций нужен мне",6
"подключите мне фирменный роутер",7
"Мне нужен самый быстрый тариф за 800 рублей в месяц",1
"Как подключить тариф с максимальной скоростью",1
"Хочу тариф за 800 рублей с максимальной скоростью 1000 гбит",1
"Подскажите как мне подключить максимальный тариф",1
"Интересует тариф с самой высокой скоростью",1
"Какой у вас самый быстрый тариф за 800 рублей в месяц",1
"Нужен тариф на интернет со скоростью 100 мбит за 400 рублей",2
"Хочу подключить тариф на 100 мбит за 400 рублей",2
"Какие у вас есть тарифы на интернет со скоростью 100 мбит",2
"Мне нужен тариф мощный за 400 рублей",2
"Есть ли тариф за 400 рублей со скоростью 100 мбит",2
"Подскажите как подключить интернет на 100 мбит за 400 рублей",2
"Интересует самый дешевый тариф на 10 мбит",3
"Есть ли тариф на 10 мбит за 100 рублей",3
"Мне нужен бюджетный тариф на 10 мбит",3
"Какой тариф вы можете предложить на 10 мбит за минимальную цену",3
"Хочу подключить самый дешевый тариф на 10 мбит",3
"Подскажите как подключить интернет на 10 мбит за 100 рублей",3
"Мне нужен антивирус касперского за 100 рублей",4
"Как подключить антивирус касперского на месяц",4
"Сколько стоит антивирус касперского в месяц",4
"Интересует антивирус касперского за 100 рублей в месяц",4
"Как мне установить антивирус касперского за 100 рублей",4
"Могу ли я подключить антивирус касперского за 100 рублей",4
"Мне нужен выделенный ip как его подключить",5
"Сколько стоит подключение выделенного ip",5
"Хочу подключить выделенный ip за 100 рублей",5
"Интересует услуга выделенного ip",5
"Как можно подключить выделенный ip за 100 рублей",5
"Мне нужен отдельный ip адрес для интернета",5
"Хочу подключить персонального менеджера как это сделать",6
"Подскажите как подключить услугу персонального менеджера",6
"Мне нужен личный менеджер за 100 рублей",6
"Интересует услуга персонального менеджера за 100 рублей в месяц",6
"Как можно получить услугу личного менеджера",6
"Мне нужен персональный менеджер чтобы помогал с вопросами",6
"У вас есть фирменный роутер хочу приобрести",7
"Интересует фирменный роутер сколько он стоит",7
"Мне нужен фирменный роутер для подключения интернета",7
"Как можно приобрести фирменный роутер от вашей компании",7
"Интересует фирменный роутер подскажите условия подключения",7
"Как подключить интернет с использованием фирменного роутера",7
"Мне нужен тариф с максимальной скоростью подключения",1
"Подскажите какой у вас тариф самый быстрый",1
"Как подключить тариф с 1000 гбит",1
"Есть ли у вас тариф со скоростью 100 мбит за 400 рублей",2
"Какой у вас тариф на интернет за 400 рублей со скоростью 100 мбит",2
"Подскажите как подключить тариф за 100 рублей на 10 мбит",3
"Интересует антивирус касперского за 100 рублей в месяц",4
"Как подключить антивирус от касперского за 100 рублей",4
"Мне нужен отдельный ip адрес для работы",5
"Интересует подключение персонального менеджера за 100 рублей",6
"Сколько стоит фирменный роутер от вашей компании",7
"Мне нужен интернет с максимальной скоростью",1
"Как подключить тариф на интернет со скоростью 100 мбит",2
"Мне нужен дешевый тариф на 10 мбит за 100 рублей",3
"Интересует подключение антивируса касперского",4
"Нужен выделенный ip для домашнего использования",5
"Мне нужен персональный менеджер для консультаций",6
"Как приобрести фирменный роутер от вашей компании",7
"У вас есть тариф с максимальной скоростью",1
"Сколько стоит тариф на 100 мбит за 400 рублей",2
"Какой у вас тариф на интернет за 100 рублей",3
"Интересует подключение антивируса касперского на месяц",4
"Как можно подключить выделенный ip для интернета",5
"Мне нужен личный менеджер для помощи с вопросами",6
"Как можно приобрести ваш фирменный роутер",7
"Интересует тариф с максимальной скоростью подключения",1
"Мне нужен тариф мощный на 100 мбит за 400 рублей",2
"Какой у вас самый дешевый тариф на 10 мбит",3
"Мне нужен антивирус касперского для защиты",4
"Интересует подключение выделенного ip адреса",5
"Мне нужен персональный менеджер за 100 рублей в месяц",6
"Как приобрести ваш фирменный роутер для подключения",7
"Сколько стоит подключение на максимальной скорости интернета",1
"Какой тариф подойдет для интернета на 100 мбит за 400 рублей",2
"Интересует самый дешевый тариф на интернет",3
"Как подключить антивирус касперского на месяц",4
"Мне нужен выделенный ip для интернета",5
"Как подключить услугу персонального менеджера",6
"Есть ли возможность приобрести ваш фирменный роутер",7
"Какой тариф самый быстрый для интернета",1
"Интересует подключение тарифа на 100 мбит",2
"Как подключить тариф на интернет за 100 рублей",3
"Интересует подключение антивируса касперского",4
"Мне нужен выделенный ip адрес для работы",5
"Хочу подключить услугу персонального менеджера",6
"Какой у вас есть фирменный роутер",7
"Тариф с максимальной скоростью интересует",1
"Как подключить тариф на интернет со скоростью 100 мбит",2
"Нужен дешевый тариф на 10 мбит для интернета",3
"Мне нужен антивирус касперского для защиты компьютера",4
"Как можно подключить выделенный ip адрес",5
"Мне нужен личный менеджер для консультаций",6
"Хочу приобрести фирменный роутер для подключения",7
"Подключите мне максимальный тариф на интернет",1
"Какой тариф у вас на 100 мбит за 400 рублей",2
"Какой у вас тариф самый дешевый на 10 мбит",3
"Мне нужен антивирус касперского на месяц",4
"Выделенный ip как его подключить для интернета",5
"Мне нужен менеджер для помощи с вопросами",6
"Подскажите как приобрести фирменный роутер",7
"Мне нужен тариф с максимальной скоростью интернета",1
"Тариф на 100 мбит подключите за 400 рублей",2
"Какой тариф вы можете предложить за 100 рублей",3
"Интересует подключение антивируса касперского",4
"Как можно подключить выделенный ip адрес для работы",5
"Хочу подключить персонального менеджера для консультаций",6
"Есть ли возможность приобрести фирменный роутер от вас",7
"Интересует тариф с самой высокой скоростью интернета",1
"Какой тариф лучше всего для интернета на 100 мбит",2
"Тариф на 10 мбит за минимальную цену мне нужен",3
"Интересует подключение антивируса касперского за 100 рублей",4
"Как подключить выделенный ip для домашнего использования",5
"Хочу персонального менеджера для консультаций",6
"Подскажите как приобрести фирменный роутер для интернета",7
"Мне нужен тариф на максимальной скорости интернета",1
"Какой тариф вы посоветуете для интернета на 100 мбит",2
"Тариф на 10 мбит для интернета за 100 рублей",3
"Как подключить антивирус касперского для компьютера",4
"Выделенный ip как можно подключить",5
"Хочу подключить персонального менеджера для вопросов",6
"Подскажите как приобрести ваш фирменный роутер",7
"Максимальный тариф для интернета мне нужен",1
"Какой у вас есть тариф на 100 мбит за 400 рублей",2
"Тариф на 10 мбит за 100 рублей подключить",3
"Как подключить антивирус касперского на месяц",4
"Выделенный ip мне нужен для работы",5
"Мне нужен персональный менеджер для помощи",6
"Фирменный роутер у вас есть для подключения",7
"Какой у вас тариф на самой высокой скорости",1
"Тариф на 100 мбит за 400 рублей подключите",2
"Какой тариф самый дешевый на 10 мбит для интернета",3
"Интересует подключение антивируса касперского",4
"Мне нужен выделенный ip для домашнего использования",5
"Хочу подключить услугу персонального менеджера",6
"Фирменный роутер у вас есть для покупки",7
"Мне нужен интернет на максимальной скорости",1
"Как подключить тариф на 100 мбит за 400 рублей",2
"Тариф на 10 мбит за минимальную цену мне нужен",3
"Мне нужен антивирус касперского для защиты компьютера",4
"Как подключить выделенный ip для работы",5
"Мне нужен личный менеджер для помощи",6
"Подскажите как приобрести ваш фирменный роутер",7
"Мне нужен тариф с максимальной скоростью для интернета",1
"Тариф на интернет со скоростью 100 мбит подключите",2
"Тариф на 10 мбит за минимальную цену нужен",3
"Антивирус касперского подключите на месяц",4
"Подскажите как подключить выделенный ip для работы",5
"Мне нужен персональный менеджер для консультаций",6
"Фирменный роутер у вас можно приобрести",7
"нужен быстрый тариф 800р",1
"как макс скорость подключить",1
"тариф 1000 гбит есть",1
"максимальный тариф подключить",1
"тариф за 800 с макс скоростью",1
"нужен интернет на 100 мбит 400р",2
"тариф на 100 мбит есть",2
"как 100 мбит подключить за 400р",2
"нужен тариф 400р с норм скоростью",2
"тариф на 100 мбит нужен",2
"чтоб дешевле 10 мбит",3
"тариф за 100р есть",3
"дешевый тариф на 10 мбит",3
"интернет на 10 мбит дешевле",3
"самый дешевый тариф какой",3
"подключите 10 мбит за 100",3
"касперский нужен антивирус",4
"антивирус за 100р",4
"как антивирус подключить",4
"надо касперский за сотку",4
"антивирус касперского надо",4
"нужен антивирус за 100",4
"выделенный ip подключить",5
"как ip выделенный сделать",5
"нужен ip отдельный",5
"ip выделенный подключить за 100р",5
"ip подключить как",5
"выделенный ip нужен",5
"персональный менеджер как взять",6
"менеджера подключить за 100р",6
"нужен личный менеджер",6
"как личного менеджера взять",6
"надо менеджера за 100р",6
"менеджер нужен",6
"роутер фирменный взять",7
"как роутер фирменный подключить",7
"нужен роутер от вас",7
"фирменный роутер у вас есть",7
"роутер фирменный сколько",7
"хочу ваш роутер фирменный",7
"нужен самый быстрый тариф",1
"максимальная скорость какой тариф",1
"подключите тариф на 1000 гбит",1
"100 мбит тариф есть",2
"как 100 мбит за 400р подключить",2
"тариф на 10 мбит самый дешевый",3
"надо антивирус касперский",4
"ip отдельный нужен",5
"менеджер для вопросов нужен",6
"ваш фирменный роутер",7
"макс тариф нужен",1
"тариф на 100 мбит за 400р",2
"10 мбит тариф есть",3
"антивирус касперский на месяц",4
"нужен выделенный ip",5
"подключите менеджера",6
"фирменный роутер взять можно",7
"нужен тариф на максимальной скорости",1
"как тариф на 100 мбит подключить",2
"10 мбит подешевле надо",3
"антивирус касперского",4
"ip нужен",5
"менеджер подключите",6
"роутер фирменный нужен",7
"тариф максимальный хочу",1
"100 мбит тариф хочу",2
"дешевый тариф надо",3
"подключите антивирус",4
"ip подключить хочу",5
"менеджера хочу",6
"ваш роутер нужен",7
"нужен макс интернет",1
"тариф на 100 мбит",2
"тариф дешевый",3
"нужен антивирус",4
"выделенный ip",5
"менеджера подключите",6
"фирменный роутер",7
"максимум скорости нужен",1
"100 мбит интернет",2
"10 мбит подешевле",3
"антивирус за сотку",4
"отдельный ip",5
"менеджера в помощь",6
"ваш роутер фирменный",7
"тариф на 1000 гбит",1
"инет на 100 мбит",2
"инет 10 мбит дешевле",3
"нужен антивирус",4
"выделенный ip подключить",5
"персональный менеджер нужен",6
"подключите фирменный роутер",7
"интернет макс нужен",1
"100 мбит нужен",2
"инет 10 мбит дешевле нужен",3
"подключите антивирус",4
"ip выделенный нужен",5
"менеджер нужен",6
"фирменный роутер нужен",7
"макс тариф для инета",1
"100 мбит за 400",2
"тариф на 10 мбит дешевле",3
"касперский подключите",4
"выделенный ip нужен",5
"менеджера подключить",6
"ваш роутер",7
"нужен быстрый инет",1
"подключите 100 мбит",2
"10 мбит дешевле",3
"антивирус нужен",4
"ip нужен",5
"нужен менеджер",6
"подключите роутер",7
"максимум скорости",1
"100 мбит тариф",2
"подешевле тариф",3
"антивирус",4
"ip нужен для работы",5
"менеджера мне",6
"нужен роутер",7
"быстрый тариф",1
"100 мбит инет",2
"10 мбит дешевле нужен",3
"антивирус мне",4
"ip для работы",5
"менеджер",6
"фирменный роутер нужен",7
"максимальный тариф нужен",1
"подключите 100 мбит",2
"инет дешевле",3
"нужен антивирус касперского",4
"ip подключить",5
"подключите менеджера",6
"ваш роутер нужен",7
"максимум скорости для инета",1
"подключите инет на 100 мбит",2
"инет 10 мбит дешевле",3
"антивирус касперского нужен",4
"ip нужен для инета",5
"персональный менеджер",6
"фирменный роутер подключите",7
"нужен тариф максимальный",1
"подключите инет 100 мбит",2
"инет подешевле",3
"антивирус подключить",4
"выделенный ip подключить",5
"менеджер в помощь",6
"фирменный роутер взять",7
"тариф максимальный для инета",1
"100 мбит подключить",2
"дешевый инет на 10 мбит",3
"антивирус касперский",4
"выделенный ip взять",5
"менеджер нужен подключить",6
"подключите фирменный роутер",7
"максимум скорости мне нужно",1
"100 мбит для инета",2
"10 мбит дешевый тариф",3
"антивирус за сотку",4
"ip для работы",5
"персональный менеджер нужен",6
"фирменный роутер подключить",7
"максимальный тариф для инета",1
"подключите 100 мбит",2
"инет дешевле",3
"нужен антивирус",4
"выделенный ip",5
"менеджер нужен для работы",6
"ваш роутер нужен",7
"тариф максимальный",1
"подключите 100 мбит",2
"10 мбит тариф дешевый",3
"антивирус касперский нужен",4
"ip выделенный",5
"менеджер",6
"фирменный роутер",7
"макс инет тариф",1
"100 мбит",2
"10 мбит тариф",3
"антивирус нужен",4
"ip для работы",5
"менеджер нужен",6
"роутер",7
"Нужен быстрый тариф 800р",1
"Как макс скорост подключит",1
"Тариф 1000 гбт есть",1
"Максимальный тариф подклчить",1
"Тариф за 800 с макс скорст",1
"Нужен инет на 100 мбит 400р",2
"Тариф на 100 мбт есть",2
"Как 100 мбт подключить за 400р",2
"Нужен тариф 400р с норм скростю",2
"Тариф на 100 мбт нужен",2
"Чтоб дешевле 10 мбит",3
"Тариф за 100р ессть",3
"Дешевый тариф на 10 мбт",3
"Интернет на 10 мбт дешвле",3
"Самый дешовый тариф какй",3
"Подключите 10 мбт за 100",3
"Касперский нужен антвирус",4
"Антивирус за 100р",4
"Как антевирус подключит",4
"Нада касперскый за сотку",4
"Антивирюс касперскго нада",4
"Нужен антевирус за 100",4
"Выделеный ip подключит",5
"Как ip выдленный сделать",5
"Нужн ip отдлный",5
"ip выделнный подклчить за 100р",5
"ip подключит как",5
"Выделеный ip нужен",5
"Персональный менджер как взят",6
"Менджера подключить за 100р",6
"Нужен личнй менеджер",6
"Как личного менджера взят",6
"Надо менджера за 100р",6
"Манджер нужн",6
"Роутер фирмный взять",7
"Как роутер фирменый подклчить",7
"Нужен роутер от вас",7
"Фирменный роутер у вас есть",7
"Роутер фирмнный скок",7
"Хочу ваш роутер фирменный",7
"Нужен быстрей тариф",1
"Макс скорст какй тариф",1
"Подключте тариф на 1000 гбт",1
"100 мбит тариф есь",2
"Как 100 мбт за 400р подклчить",2
"Тариф на 10 мбит самый дешёвый",3
"Надо антивирюс касперсгого",4
"ip отдльный нужен",5
"Менджер дл вопросов нужен",6
"Ваш фирмнный роутр",7
"Макс трафик нужен",1
"Тариф на 100 мбт за 400р",2
"10 мбт тариф ест",3
"Антивирус касперского на месец",4
"Нужн выделеный ip",5
"Подключт менджера",6
"Фирмнный роутер взат можно",7
"Нужн тариф на макс скорст",1
"Как тариф на 100 мбт подключит",2
"10 мбт подешевле над",3
"Антвирус касперского",4
"ip нужн",5
"Меджер подключте",6
"Роутер фирменй нужен",7
"Тариф максималый хочу",1
"100 мбит тариф хчу",2
"Дешёвый трафик нада",3
"Подклчите антивирус",4
"ip подключть хочу",5
"Мнджера хчю",6
"Ваш роутер нада",7
"Нужн макс инет",1
"Тариф на 100 мбт",2
"Тариф дешевй",3
"Надо антивирюс",4
"Выделнный ip",5
"Менджера подключите",6
"Фирменый роутр",7
"Максим скорст нада",1
"100 мбит инет",2
"10 мбит подешвле",3
"Антиврус за сотку",4
"Отделный ip",5
"Менджера в помшщ",6
"Ваш роутр фирменный",7
"Тариф на 1000 гбит",1
"Инет на 100 мбт",2
"Инт 10 мбт дешевле",3
"Нужн антивирус",4
"Вделеный ip подключить",5
"Песональный менджер нужен",6
"Подклчте фирменный роутр",7
"Инет макс нужен",1
"100 мбит нужен",2
"Инт 10 мбит дешевле нада",3
"Подклчите антевирус",4
"ip выдленый нужен",5
"Мнаджер нужен",6
"Фирменнй роутр нужен",7
"Макс тариф дл инета",1
"100 мбит за 400",2
"Тариф на 10 мбит дешев",3
"Касперский подключте",4
"Выделнный ip нужен",5
"Мнджера подключте",6
"Ваш роутр",7
"Нужн бырстр инет",1
"Подключит 100 мбт",2
"10 мбт дешевле",3
"Антиврс нужен",4
"ip нужен",5
"Нужен менджер",6
"Подклчите роутр",7
"Макс скорсть",1
"100 мбит тариф",2
"Подешвле трафик",3
"Антивирс",4
"ip нада для рабты",5
"Мнджера мне",6
"Нужн роутр",7
"Быстрй тариф",1
"100 мбит инет",2
"10 мбит дешевле нада",3
"Антиврус мн",4
"ip дл работы",5
"Мнеджер",6
"Фирмнный роутр нужен",7
"Максмалный тариф нужен",1
"Подклчте 100 мбит",2
"Инет дешевле",3
"Нужен антевирс касперсого",4
"ip подключить",5
"Подклчите мнджера",6
"Ваш роутер нужн",7
"Макс скорость для инета",1
"Подключит инет на 100 мбт",2
"Инт 10 мбит дешвле",3
"Антивирус касперског нужен",4
"ip нужен для инет",5
"Песональный мнаджер",6
"Фирмнный роутр подключте",7
"Нужен тарфи макс",1
"Подклчте инет 100 мбт",2
"Инт подешвле",3
"Антивирус подключить",4
"Вделеный ip подключт",5
"Мнеджер в помощь",6
"Фирмный роутр взат",7
"Тариф максмальный дл инет",1
"100 мбит подключит",2
"Дешёвый инет 10 мбт",3
"Антивирс касперского",4
"Выделнный ip взят",5
"Мнеджер нужн подключить",6
"Подклчите фирмнный роутр",7
"Макс скорсть мне нада",1
"100 мбит дл инет",2
"10 мбит дешевй тариф",3
"Антивирс за сто",4
"ip дл работы",5
"Песональнй мнаджер нужен",6
"Фирмный роутер подключить",7
"Макс тариф дл инет",1
"Подклчите 100 мбит",2
"Инет дешевле",3
"Нужен антевирс",4
"Выделнный ip",5
"Мнджер нужен дл работы",6
"Ваш роутер нужен",7
"Тариф макс",1
"Подклчите 100 мбт",2
"10 мбит трафик дешевй",3
"Антивирус касперског нужен",4
"ip выдленный",5
"Мнеджер",6
"Фирмнный роутер",7
"Макс инет тариф",1
"100 мбит",2
"10 мбит тариф",3
"Антивирс нужен",4
"ip дл работы",5
"Мнеджер нужен",6
"Роутер",7
"Можно подключить самый быстрый тариф за 800 рублей?",1
"Подскажите, как подключить тариф с максимальной скоростью?",1
"Мне нужен тариф за 800 рублей с максимальной скоростью",1
"Хочу подключить тариф на 1000 гбит, какой это тариф?",1
"Какая у вас максимальная скорость интернета за 800 рублей?",1
"Нужен тариф на интернет, чтобы 100 мбит и за 400 рублей",2
"Как подключить тариф на 100 мбит за 400 рублей?",2
"Есть ли у вас тариф на 100 мбит за 400 рублей?",2
"Мне бы тариф на 100 мбит с хорошей скоростью",2
"Интересует тариф на 100 мбит за 400 рублей, это возможно?",2
"Хочу подключить самый дешевый тариф на 10 мбит",3
"Есть ли у вас тариф на 10 мбит за 100 рублей?",3
"Подскажите тариф на 10 мбит за минимальную цену",3
"Какой у вас самый дешевый тариф на интернет?",3
"Интересует бюджетный тариф на 10 мбит",3
"Можно ли подключить интернет на 10 мбит за 100 рублей?",3
"Мне нужен антивирус Касперского за 100 рублей",4
"Хочу установить антивирус Касперского, сколько это стоит?",4
"Сколько стоит антивирус Касперского на месяц?",4
"Подскажите, как подключить антивирус Касперского",4
"Можно ли подключить антивирус Касперского за 100 рублей?",4
"Интересует антивирус Касперского на месяц, подскажите условия",4
"Как подключить выделенный IP, чтобы был отдельный адрес?",5
"Хочу подключить выделенный IP, это сколько стоит?",5
"Можно ли заказать отдельный IP за 100 рублей?",5
"Сколько будет стоить выделенный IP?",5
"Интересует выделенный IP, как это подключить?",5
"Мне нужен отдельный IP адрес для интернета",5
"Подскажите, как подключить услугу персонального менеджера?",6
"Мне нужен личный менеджер за 100 рублей",6
"Как подключить персонального менеджера и сколько это стоит?",6
"Нужна помощь личного менеджера, как его подключить?",6
"Хочу подключить персонального менеджера для поддержки",6
"Интересует персональный менеджер, сколько это стоит?",6
"Как мне подключить ваш фирменный роутер?",7
"У вас есть фирменный роутер? Сколько он стоит?",7
"Как можно приобрести фирменный роутер от вашей компании?",7
"Мне нужен фирменный роутер для подключения",7
"Интересует фирменный роутер, как его подключить?",7
"Хочу подключить интернет с вашим фирменным роутером",7
"Какой у вас самый быстрый тариф для интернета?",1
"Какой тариф предлагает максимальную скорость?",1
"Как мне подключить тариф с самой высокой скоростью?",1
"Подключите тариф на 100 мбит за 400 рублей",2
"Есть ли у вас интернет со скоростью 100 мбит за 400 рублей?",2
"Как подключить тариф на 100 мбит, интересует цена",2
"Ищу тариф на интернет подешевле, 10 мбит",3
"Интересует тариф за 100 рублей на 10 мбит",3
"Есть ли у вас тариф на интернет по самой низкой цене?",3
"Подключите антивирус Касперского на месяц",4
"Как мне подключить антивирус Касперского за 100 рублей?",4
"Нужен выделенный IP, подскажите, как его подключить",5
"Ищу персонального менеджера для консультаций, подскажите, как подключить",6
"Фирменный роутер у вас есть? Хочу его заказать",7
"Мне нужен интернет с самой высокой скоростью, что посоветуете?",1
"Какой тариф у вас на 100 мбит за 400 рублей?",2
"Есть ли возможность подключить интернет за 100 рублей на 10 мбит?",3
"Сколько стоит антивирус Касперского для домашнего компьютера?",4
"Интересует подключение выделенного IP, что для этого нужно?",5
"Подскажите, как подключить услугу персонального менеджера",6
"Фирменный роутер сколько стоит и как его подключить?",7
"Ищу тариф с максимальной скоростью для интернета",1
"Мне нужен тариф со скоростью 100 мбит за 400 рублей",2
"Какие у вас есть бюджетные тарифы на интернет?",3
"Подключите антивирус Касперского, интересует цена",4
"Нужен отдельный IP для интернета, подскажите условия подключения",5
"Ищу помощь личного менеджера для консультаций, как подключить?",6
"Как можно приобрести фирменный роутер от вас?",7
"Хочу тариф с максимальной скоростью интернета",1
"Тариф на 100 мбит за 400 рублей можно подключить?",2
"Какой тариф на 10 мбит самый дешевый?",3
"Интересует антивирус Касперского, хочу подключить",4
"Как подключить выделенный IP для работы?",5
"Персональный менеджер у вас есть для консультаций?",6
"Как подключить фирменный роутер для интернета?",7
"Можно подключить самый быстрый интернет?",1
"Какой тариф лучше для интернета на 100 мбит?",2
"Ищу тариф на интернет подешевле, что посоветуете?",3
"Сколько стоит антивирус Касперского?",4
"Подключите выделенный IP, нужен отдельный адрес",5
"Интересует персональный менеджер, как его подключить?",6
"Фирменный роутер хочу подключить, что для этого нужно?",7
"Какой у вас тариф на максимальной скорости?",1
"Есть ли тариф на 100 мбит за 400 рублей?",2
"Ищу бюджетный тариф на интернет, что предложите?",3
"Нужен антивирус Касперского для защиты компьютера",4
"Как можно подключить выделенный IP для интернета?",5
"Подскажите, как получить помощь персонального менеджера",6
"Фирменный роутер у вас есть? Хочу заказать",7
"Нужен интернет на максимальной скорости",1
"Подключите тариф на интернет со скоростью 100 мбит",2
"Ищу тариф на интернет дешевле",3
"Интересует антивирус от Касперского",4
"Как подключить выделенный IP адрес?",5
"Персональный менеджер нужен для консультаций",6
"Есть ли возможность подключить фирменный роутер?",7
"Тариф на максимальной скорости интересует",1
"Подключите интернет на 100 мбит",2
"Есть ли у вас дешевый тариф на интернет?",3
"Подскажите, как подключить антивирус?",4
"Ищу выделенный IP, как его подключить?",5
"Нужен менеджер для консультаций",6
"Фирменный роутер подключите мне",7
"Мне нужен самый быстрый тариф на интернет",1
"Какой тариф на 100 мбит вы можете предложить?",2
"Подскажите, какие есть дешевые тарифы",3
"Ищу антивирус Касперского",4
"Как можно подключить выделенный IP?",5
"Нужен персональный менеджер для вопросов",6
"Фирменный роутер от вас хочу подключить",7
"Тариф с максимальной скоростью мне нужен",1
"Какой тариф на 100 мбит есть?",2
"Тариф дешевле 100 рублей интересует",3
"Как подключить антивирус?",4
"Выделенный IP мне нужен",5
"Подключите персонального менеджера",6
"Ваш фирменный роутер хочу подключить",7
"Интересует тариф на максимальной скорости",1
"Какой тариф у вас на интернет 100 мбит?",2
"Подключите тариф за 100 рублей",3
